"source","report_date","state_name","age","cases_count"
"https://web.archive.org/web/20250305184528/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-04,"Texas","0_4",53
"https://web.archive.org/web/20250305184528/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-04,"Texas","5_17",74
"https://web.archive.org/web/20250305184528/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-04,"Texas","18+",27
"https://web.archive.org/web/20250305184528/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-04,"Texas","Pending",5
"https://web.archive.org/web/20250307221222/https://dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-07,"Texas","0_4",64
"https://web.archive.org/web/20250307221222/https://dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-07,"Texas","5_17",89
"https://web.archive.org/web/20250307221222/https://dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-07,"Texas","18+",34
"https://web.archive.org/web/20250307221222/https://dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-07,"Texas","Pending",11
"https://web.archive.org/web/20250311174159/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-11,"Texas","0_4",76
"https://web.archive.org/web/20250311174159/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-11,"Texas","5_17",98
"https://web.archive.org/web/20250311174159/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-11,"Texas","18+",38
"https://web.archive.org/web/20250311174159/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-11,"Texas","Pending",11
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-14,"Texas","0_4",86
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-14,"Texas","5_17",115
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-14,"Texas","18+",46
"https://web.archive.org/web/20250315131831/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-14,"Texas","Pending",12
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-18,"Texas","0_4",88
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-18,"Texas","5_17",120
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-18,"Texas","18+",52
"https://web.archive.org/web/20250318164049/https://dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-18,"Texas","Pending",19
"https://web.archive.org/web/20250321171636/https://www.dshs.texas.gov/news-alerts/measles-outbreak-2025",2025-03-21,"Texas","0_4",102
