"source","report_date","state_name","age","cases_count"
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/vmoc-specialreport-westtxmeaslesoutbreak3-11-20252300hrs-250312202530-b40ea42d.pdf",2025-03-11,"New Mexico","0_4",5
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/vmoc-specialreport-westtxmeaslesoutbreak3-11-20252300hrs-250312202530-b40ea42d.pdf",2025-03-11,"New Mexico","5_17",8
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/vmoc-specialreport-westtxmeaslesoutbreak3-11-20252300hrs-250312202530-b40ea42d.pdf",2025-03-11,"New Mexico","18+",18
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/vmoc-specialreport-westtxmeaslesoutbreak3-11-20252300hrs-250312202530-b40ea42d.pdf",2025-03-11,"New Mexico","Pending",2
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/vmoc-specialreport-westtxmeaslesoutbreak3-14-20252300hrs-250315234800-77d46371.pdf",2025-03-14,"New Mexico","0_4",5
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/vmoc-specialreport-westtxmeaslesoutbreak3-14-20252300hrs-250315234800-77d46371.pdf",2025-03-14,"New Mexico","5_17",10
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/vmoc-specialreport-westtxmeaslesoutbreak3-14-20252300hrs-250315234800-77d46371.pdf",2025-03-14,"New Mexico","18+",19
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/vmoc-specialreport-westtxmeaslesoutbreak3-14-20252300hrs-250315234800-77d46371.pdf",2025-03-14,"New Mexico","Pending",3
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/vmoc-specialreport-westtxmeaslesoutbreak3-19-2025-250320055045-72d2058a.pdf",2025-03-19,"New Mexico","0_4",7
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/vmoc-specialreport-westtxmeaslesoutbreak3-19-2025-250320055045-72d2058a.pdf",2025-03-19,"New Mexico","5_17",10
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/vmoc-specialreport-westtxmeaslesoutbreak3-19-2025-250320055045-72d2058a.pdf",2025-03-19,"New Mexico","18+",20
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/vmoc-specialreport-westtxmeaslesoutbreak3-19-2025-250320055045-72d2058a.pdf",2025-03-19,"New Mexico","Pending",1
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/yalevmocspecialreport-measlesoutbreaksouthwestus3-22-2025ver2-250323031228-de6e6134.pdf",2025-03-22,"New Mexico","0_4",8
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/yalevmocspecialreport-measlesoutbreaksouthwestus3-22-2025ver2-250323031228-de6e6134.pdf",2025-03-22,"New Mexico","5_17",10
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/yalevmocspecialreport-measlesoutbreaksouthwestus3-22-2025ver2-250323031228-de6e6134.pdf",2025-03-22,"New Mexico","18+",23
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/yalevmocspecialreport-measlesoutbreaksouthwestus3-22-2025ver2-250323031228-de6e6134.pdf",2025-03-22,"New Mexico","Pending",1
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/yalevmocspecialreport-measlesoutbreaksouthwestus3-26-2025final-250327203620-123257d9.pdf",2025-03-26,"New Mexico","0_4",8
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/yalevmocspecialreport-measlesoutbreaksouthwestus3-26-2025final-250327203620-123257d9.pdf",2025-03-26,"New Mexico","5_17",11
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/yalevmocspecialreport-measlesoutbreaksouthwestus3-26-2025final-250327203620-123257d9.pdf",2025-03-26,"New Mexico","18+",23
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/yalevmocspecialreport-measlesoutbreaksouthwestus3-26-2025final-250327203620-123257d9.pdf",2025-03-26,"New Mexico","Pending",1
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/yalevmocspecialreport-measlesoutbreaksouthwestus3-30-2025finalv2-250331134434-8c92ea20.pdf",2025-03-30,"New Mexico","0_4",8
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/yalevmocspecialreport-measlesoutbreaksouthwestus3-30-2025finalv2-250331134434-8c92ea20.pdf",2025-03-30,"New Mexico","5_17",13
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/yalevmocspecialreport-measlesoutbreaksouthwestus3-30-2025finalv2-250331134434-8c92ea20.pdf",2025-03-30,"New Mexico","18+",23
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/yalevmocspecialreport-measlesoutbreaksouthwestus3-30-2025finalv2-250331134434-8c92ea20.pdf",2025-03-30,"New Mexico","Pending",0
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/ysphvmocspecialreport-measlesoutbreaksouthwestus4-6-2025ver5-250407141433-524d6518.pdf",2025-04-06,"New Mexico","0_4",12
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/ysphvmocspecialreport-measlesoutbreaksouthwestus4-6-2025ver5-250407141433-524d6518.pdf",2025-04-06,"New Mexico","5_17",15
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/ysphvmocspecialreport-measlesoutbreaksouthwestus4-6-2025ver5-250407141433-524d6518.pdf",2025-04-06,"New Mexico","18+",27
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/ysphvmocspecialreport-measlesoutbreaksouthwestus4-6-2025ver5-250407141433-524d6518.pdf",2025-04-06,"New Mexico","Pending",0
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/ysphvmocspecialreport-measlesoutbreaksouthwestus4-8-2025finalver4-250409062206-05132729.pdf",2025-04-08,"New Mexico","0_4",13
"https://github.com/fbranda/measles/blob/main/USA/bulletins/Yale%20VMOC%20Special%20Report%20-%20Measles%20Outbreak/ysphvmocspecialreport-measlesoutbreaksouthwestus4-8-2025finalver4-250409062206-05132729.pdf",2025-04-08,"New Mexico","5_17",16
